SIGLA;DESCRICAO;NIVEL ENSINO;CH HORA RELOGIO;CH HORA AULA;CH QTD CREDITOS;ATIVO;SIGLA QACADEMICO;OBSERVACAO
FIC.0188;Associativismo e Cooperativismo;Fundamental;10;10;1;Sim;-;-
FIC.0322;Associativismo e Cooperativismo;Fundamental;9;9;0;Sim;-;-
FIC.0915;Associativismo e Cooperativismo;Fundamental;6;8;0;Sim;-;-
TIN.0579;Associativismo e Cooperativismo(30H);Médio;30;40;2;Sim;TIN.703.0002;-
FIC.0911;Associativismo e Economia Solidária;Fundamental;12;16;0;Sim;-;-
LIC.1144;Astronomia e Astrofísica;Graduação;60;80;4;Sim;-;-
LIC.0048;Astronomia Observacional;Graduação;30;40;2;Sim;LIC.601.0048;Curso 01602
LIC.0640;Astronomia Observacional;Graduação;40;53;2;Sim;FOR.L055;Curso 602x
LIC.0744;Astronomia Observacional e Fundamentos de Cosmologia;Graduação;60;80;4;Sim;FOR.L018;-
FIC.0762;Atendimento ao cliente;Fundamental;11;15;1;Sim;-;-
FIC.0700;Atendimento ao Cliente;Fundamental;12;16;1;Sim;-;-
ATV.0145;Atendimento individualizado ao estudante NEE;Médio;30;40;2;Sim;-;-
ATV.0150;Atendimento individualizado ao estudante NEE;Médio;15;20;1;Sim;-;-
FIC.0445;Atividade de Integração com Formadoras/alunas;Fundamental;5;5;0;Sim;-;-
FIC.0306;Atividade de Integração com  Formadoras/alunas: Mapa da Vida ;Fundamental;3;4;0;Sim;-;-
FIC.0708;Atividade de Integração com Formadoras/alunas: Mapa da Vida;Fundamental;4;4;0;Sim;-;-
FIC.0515;Atividade de Integração com Formadoras/Alunas: Mapa da Vida;Fundamental;3;3;0;Sim;-;-
FIC.0779;Atividade de Integração com Formadoras e Alunas: mapa da vida;Fundamental;9;12;1;Sim;-;-
FIC.0589;Atividade de Integração com Formadoras e Alunas: Mapa da Vida;Fundamental;6;6;0;Sim;-;-
FIC.0304;Atividade de Integração com  Gestoras/Formadores/Alunas;Fundamental;3;4;0;Sim;-;-
FIC.0446;Atividade de Integração com Gestoras/Formadores/Alunas;Fundamental;5;5;0;Sim;-;-
FIC.0516;Atividade de Integração com Gestoras/Formadores/Alunas;Fundamental;3;3;0;Sim;-;-
FIC.0691;Atividade de Integração com Gestoras/Formadores/Alunas;Fundamental;3;4;0;Sim;-;-
FIC.0731;Atividade de Integração com Gestores, Formadores, Alunos;Fundamental;3;4;0;Sim;-;-
TSUB.0891;Atividade Profissional Efetiva;Médio;340;453;3;Sim;-;Curso 435
TSUB.0899;Atividade Profissional Efetiva;Médio;340;453;3;Sim;-;-
TIN.0987;Atividade Profissional Efetiva;Médio;340;453;3;Sim;-;.
TSUB.0939;Atividade Profissional Efetiva;Médio;340;453;0;Sim;-;Curso: 808
TCON.0022;Atividade Profissional Efetiva;Médio;340;453;2;Sim;-;Matriz 309
TIN.0961;Atividade Profissional Efetiva(340;Médio;340;453;3;Sim;-;-
LIC.0636;Atividades Acadêmico-Científico-Culturais;Graduação;200;266;13;Sim;FOR.S017;Curso 602x
TEC.0166;Atividades Acadêmico-Científico-Culturais (Curso 405);Graduação;50;67;50;Sim;-;-
TEC.0089;Atividades Acadêmico-Científico-Culturais (Curso 436);Graduação;80;107;80;Sim;-;-
TEC.0178;Atividades acadêmico-científico-culturais (Curso 502);Graduação;100;133;100;Sim;-;-
POS.0133;Atividades Computacionais para o Ensino Fundamental e Médio;Pós-graduação;60;60;4;Sim;MPEF.MEC.0002;-
FIC.0692;Atividades de Integração com Formadoras/alunas: Mapa da Vida;Fundamental;3;4;0;Sim;-;-
LIC.0286;Atividades de Metodologia do Ensino de Biologia;Graduação;60;80;2;Sim;LIC.106.0050;Curso 106
LIC.0280;Atividades de Metodologia do Ensino de Ciências;Graduação;60;80;2;Sim;LIC.106.0049;Curso 106
LIC.0679;Atividades de Metodologia do Ensino de Ciências Humanas e Sociais ou Matemática I;Graduação;60;80;4;Sim;-;Curso 710
LIC.0680;Atividades de Metodologia do Ensino de Ciências Humanas e Sociais ou Matemática II;Graduação;60;80;4;Sim;-;Curso 710
LIC.0529;Atividades de Metodologia do Ensino de E/LE I;Graduação;60;80;2;Sim;-;-
LIC.0313;Atividades de Metodologia do Ensino de ELE I;Graduação;60;80;2;Sim;LIC.603.0069;Curso 603
LIC.0530;Atividades de Metodologia do Ensino de E/LE II;Graduação;60;80;2;Sim;-;-
LIC.0314;Atividades de Metodologia do Ensino de ELE II;Graduação;60;80;2;Sim;LIC.603.0070;Curso 603
LIC.0163;Atividades de Metodologia do Ensino de Física I;Graduação;60;80;2;Sim;LIC.601.0069;Curso 601
LIC.0173;Atividades de Metodologia do Ensino de Física II;Graduação;60;80;2;Sim;LIC.601.0070;Curso 601
LIC.0067;Atividades de Metodologia do Ensino de Geografia I;Graduação;60;80;2;Sim;LIC.602.0042;Curso 01602
LIC.0075;Atividades de Metodologia do Ensino de Geografia II;Graduação;60;80;2;Sim;LIC.602.0043;Curso 01602
LIC.0437;Atividades de Metodologia do Ensino de Informática I;Graduação;60;80;2;Sim;LIC.411.0035;Curso 05411
LIC.0440;Atividades de Metodologia do Ensino de Informática II;Graduação;60;80;2;Sim;LIC.411.0034;Curso 05411
LIC.0102;Atividades de Metodologia do Ensino de Matemática I;Graduação;60;80;2;Sim;LIC.430.0046;Curso 01430
LIC.1102;Atividades de Metodologia do Ensino de Matemática I;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo
LIC.0108;Atividades de Metodologia do Ensino de Matemática II;Graduação;60;80;2;Sim;LIC.430.0047;Curso 01430
LIC.1103;Atividades de Metodologia do Ensino de Matemática II;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo
LIC.1082;Atividades de Metodologia do Ensino de Matemática III;Graduação;30;40;2;Sim;-;-
LIC.1104;Atividades de Metodologia do Ensino de Matemática III;Graduação;30;40;2;Sim;-;Licenciatura em Educação do Campo
LIC.0483;Atividades de Metodologia do Ensino de Química I;Graduação;60;80;2;Sim;LIC.413.0045;Curso 413
LIC.0484;Atividades de Metodologia do Ensino de Química II;Graduação;60;80;2;Sim;LIC.413.0046;Curso 413
LIC.0888;Atividades de Metodologia do Ensino I;Graduação;60;80;4;Sim;-;-
LIC.0889;Atividades de Metodologia do Ensino II;Graduação;60;80;4;Sim;-;-
TEC.1227;Atividades de Prática Profissional;Graduação;240;320;2;Sim;-;-
FIC.0564;Atividade/ seminário de Integração com Gestores/Formadores/Alunas;Fundamental;3;3;0;Sim;-;-
FIC.0590;Atividade/ seminário de Integração com Gestores/Formadores/Alunas;Fundamental;6;6;0;Sim;-;-
LIC.0308;Atividades Experimentais para o Ensino de Ciências e Biologia;Graduação;60;80;4;Sim;LIC.106.0038;Curso 07106
LIC.0974;Atividades Experimentais para o Ensino de Ciências e Biologia I;Graduação;30;40;2;Sim;-;-
LIC.0973;Atividades Experimentais para o Ensino de Ciências e Biologia II;Graduação;30;40;2;Sim;-;-
POS.0132;Atividades Experimentais para o Ensino Fundamental e Médio.;Pós-graduação;60;60;4;Sim;MPEF.MEC.0001;-
FIC.0847;Atividades extras;Fundamental;3;4;1;Sim;-;-
TIN.0890;Atividades Recreativas e de Lazer;Médio;120;160;4;Sim;-;-
TSUB.0845;Atividades Relacionadas à Prática Profiossional (Extensão);Médio;340;453;3;Sim;TSUB.EXT.0001;.
TIN.0068;Atividades relacionadas a prática profissional I (Curso 110);Médio;85;113;3;Sim;-;-
TIN.0073;Atividades relacionadas a prática profissional II (Curso 110);Médio;85;113;3;Sim;-;-
TIN.0069;Atividades relacionadas a prática profissional III (Curso 110);Médio;85;113;3;Sim;-;-
TIN.0074;Atividades relacionadas a prática profissional IV (Curso 110);Médio;85;113;3;Sim;-;-
ATV.0001;Atletismo;Médio;60;80;4;Sim;-;-
FIC.0028;Atuação Social em Saúde;Fundamental;15;15;1;Sim;-;-
TSUB.0579;Audiovisuais;Médio;95;126;6;Sim;TEC.068.0002;Curso 068
TEC.1215;Auditoria Ambiental;Graduação;30;40;2;Sim;-;-
POS.0114;Auditoria de Sistema de Gestão Ambiental;Pós-graduação;20;20;1;Sim;CCPGA.014;-
ENG.0139;Auditoria de Sistemas de Gestão;Graduação;30;40;2;Sim;-;-
TEC.0562;Auditoria e Certificação de Qualidade Ambiental(60H);Graduação;60;80;4;Sim;TEC.304.0021;Curso 01304
ENG.0178;Auditoria Logística;Graduação;30;40;2;Sim;-;-
TEC.0723;Auditoria Logística;Graduação;30;40;2;Sim;TEC.809.0032;Curso 809
TEC.0319;Auditoria Pública;Graduação;60;80;4;Sim;SUP.052;Curso 01436X
TEC.0065;Auditoria Pública (NCT);Graduação;60;80;4;Sim;TEC.436.0021;-
FIC.0221;Aulas práticas na fabricação do sabão ecológico;Fundamental;12;12;1;Sim;-;-
FIC.0444;Autoestima e relacionamento interpessoal;Fundamental;8;8;0;Sim;-;-
FIC.0707;Autoestima e relacionamento interpessoal;Fundamental;10;10;1;Sim;-;-
FIC.0305;Autoestima e Relacionamento  Interpessoal;Fundamental;6;8;0;Sim;-;-
FIC.0453;Autoestima e Relacionamento Interpessoal;Fundamental;6;6;0;Sim;-;-
FIC.0690;Autoestima e Relacionamento Interpessoal;Fundamental;6;8;0;Sim;-;-
TEC.0513;Automação e Controle(60H);Graduação;60;80;4;Sim;TEC.804.0018;Curso 06804
TEC.0762;Automação e Manutenção Industrial;Graduação;30;40;2;Sim;TEC.NCT.UT.0102;-
TIN.1072;Autoria e Programação Web(120H);Médio;90;120;3;Sim;TIN.326;-
FIC.0283;Autoria Web;Fundamental;40;40;2;Sim;-;-
TSUB.0176;Autoria Web;Médio;60;80;4;Sim;TSUB.411.0010;Curso 10411
LIC.0449;Autoria Web;Graduação;60;80;4;Sim;LIC.411.0009;Curso 05411
TEC.0680;Autoria Web;Graduação;60;80;4;Sim;TEC.806.0005;-
TEC.0880;Autoria Web;Graduação;60;80;4;Sim;INF.S005;Curso 404X
LIC.0694;Autoria Web;Graduação;60;80;4;Sim;SUP.224;.
TIN.0005;Autoria Web (Curso 401);Médio;60;80;2;Sim;-;-
FIC.0356;Autoria Web I;Fundamental;30;30;2;Sim;-;-
FIC.0358;Autoria Web II;Fundamental;15;15;1;Sim;-;-
POS.0260;Avaliação da aprendizagem na escola: relações possíveis;Pós-graduação;60;60;4;Sim;-;-
FIC.0797;Avaliação das Atividades Desenvolvidas e Socialização dos Resultados;Fundamental;20;20;1;Sim;-;-
FIC.0163;Avaliação de Desempenho;Fundamental;15;15;1;Sim;-;-
TEC.0161;Avaliação de Desempenho de Sistemas (NCT);Graduação;60;80;4;Sim;TEC.405.0005;-
TSUB.0669;Avaliação de formação e comportamento de reservatórios;Médio;60;80;4;Sim;TSUB.025.0005;Curso 025
ENG.0088;Avaliação de Impactos Ambientais;Graduação;45;60;3;Sim;-;-
POS.0384;Avaliação nos Espaços Educativos;Pós-graduação;30;30;2;Sim;-;-
CIV.0066;Avaliação Pós-Ocupacional (30h);Graduação;30;40;2;Sim;-;-
TEC.0468;Avaliação Pós-Ocupacional(60H);Graduação;60;80;4;Sim;TEC.102.0022;Curso 01102
CIV.0050;Avaliações e Perícias de Engenharia (60h);Graduação;60;80;4;Sim;-;-
TSUB.0059;Avicultura;Médio;45;60;3;Sim;TSUB.79.0021;Curso 08079
TSUB.0108;Avicultura;Médio;45;60;3;Sim;TSUB.421.0013;Curso 08421
EJA.0212;Avicultura;Médio;45;60;3;Sim;TEJA.420.0005;-
TIN.0136;Avicultura(45H);Médio;45;60;3;Sim;TIN.026.0021;-
TIN.0224;Avicultura(45H);Médio;45;60;3;Sim;TIN.426.0017;-
TEC.1089;Avicultura de Base Ecológica;Graduação;60;80;4;Sim;-;-
FIC.0918;Avicultura de Base Ecológica e Sua Importância na Agricultura Familiar da Região;Fundamental;6;8;0;Sim;-;Curso Avicultor
FIC.0428;Avicultura e Suinocultura;Fundamental;15;20;1;Sim;-;-
TEC.0353;Avicultura e Suinocultura de Base Ecológica(60H);Graduação;60;80;4;Sim;TEC.805.0012;Curso 05805
TEC.0763;Balanço de calor e massa;Graduação;60;80;4;Sim;TEC.NCT.UT.0112;-
TSUB.0011;Banco de Dados;Médio;90;120;6;Sim;TSUB.111.0004;Curso 15000
TSUB.0181;Banco de Dados;Médio;60;80;4;Sim;TSUB.411.0006;Curso 10411
LIC.0446;Banco de Dados;Graduação;60;80;4;Sim;LIC.411.0006;Curso 05411
TEC.0881;Banco de Dados;Graduação;60;80;4;Sim;INF.S016;Curso 404X
LIC.0690;Banco de Dados;Graduação;60;80;4;Sim;SUP.225;.
FIC.0840;Banco de Dados;Fundamental;20;20;2;Sim;-;-
TCON.0011;Banco de Dados;Médio;90;120;6;Sim;-;Matriz 309
FIC.0991;Banco de Dados;Fundamental;30;40;2;Sim;-;-
TIN.0592;Banco de Dados(120H);Médio;120;160;4;Sim;TIN.111.0004;-
TEC.0684;Banco de Dados I;Graduação;60;80;4;Sim;TEC.806.0009;-
TEC.0689;Banco de Dados II;Graduação;60;80;4;Sim;TEC.806.0014;-
TEC.1009;Bancos de Dados;Graduação;60;80;4;Sim;TEC.404.0010;Curso 404
TEC.0022;Bancos de Dados (NCT);Graduação;60;80;4;Sim;-;-
CIV.0072;Barragens de Terra e Enrocamento (30h);Graduação;30;40;2;Sim;-;-
EJA.0091;Base Epistemológica do Cooperativismo;Médio;60;80;4;Sim;TEJA.417.0019;Curso 417
TIN.0506;Base Epistemológica do Cooperativismo(60H);Médio;60;80;4;Sim;TIN.410.0002;-
TEC.0325;Bases Científicas da Agroecologia(60H);Graduação;60;80;4;Sim;TEC.805.0001;Curso 05805
POS.0299;Bases Conceituais para a Educação Profissional e Tecnológica;Pós-graduação;60;60;4;Sim;-;-
ATV.0002;Basquetebol;Médio;120;160;8;Sim;-;-
ATV.0017;Basquetebol Feminino;Médio;90;120;6;Sim;-;-
ATV.0033;Basquetebol Feminino;Médio;60;80;4;Sim;-;-
ATV.0016;Basquetebol Masculino;Médio;90;120;6;Sim;-;-
ATV.0034;Basquetebol Masculino;Médio;60;80;4;Sim;-;-
ATV.0143;Basquetebol Masculino;Médio;30;40;2;Sim;-;Basquetebol Masculino
ATV.0059;Basquetebol misto (masculino e feminino);Médio;30;40;2;Sim;-;-
FIC.0628;Bastidores de Eventos Culturais;Fundamental;10;10;1;Sim;-;-
TSUB.0580;Biblioteca Escolar(90H);Médio;90;120;6;Sim;TEC.068.0003;Curso 068
CIV.0065;BIM e Estruturas de Concreto Armado (30h);Graduação;30;40;2;Sim;-;-
CIV.0088;BIM e Instalações Prediais (30h);Graduação;30;40;2;Sim;-;-
CIV.0073;BIM na Infraestrutura Viária (30h);Graduação;30;40;2;Sim;-;-
TEC.0764;Biocombustíveis;Graduação;60;80;4;Sim;TEC.NCT.UB.0086;-
POS.0145;Biodiversidade, Energia e Sustentabilidade;Pós-graduação;45;45;3;Sim;-;-
LIC.0310;Bioética;Graduação;60;80;4;Sim;LIC.NEp.0044;-
LIC.0972;Bioética;Graduação;30;40;2;Sim;-;Curso 106
LIC.0272;Biofísica;Graduação;60;80;4;Sim;LIC.106.0005;Curso 106
LIC.0071;Biogeografia;Graduação;60;80;4;Sim;LIC.602.0020;Curso 01602
LIC.0630;Biogeografia;Graduação;60;80;4;Sim;FOR.L038;Curso 602x
TSUB.0282;Biologia(30H);Médio;30;40;2;Sim;TSUB.NF.0017;-
TEC.0322;Biologia(45H);Graduação;45;60;3;Sim;TEC.NFd.0022;Curso 05805
TSUB.0771;Biologia(45H);Médio;45;60;3;Sim;TSUB.NF.0021;-
TEC.0373;Biologia(60H);Graduação;60;80;4;Sim;TEC.NCT.UB.0001;Curso 03048
TSUB.0469;Biologia Ambiental(30H);Médio;30;40;2;Sim;TSUB.032.0001;Curso 032
FIC.0526;Biologia Aplicada a Alimentos ;Fundamental;15;20;1;Sim;-;-
TIN.0411;Biologia aplicada a alimentos(30H);Médio;30;40;2;Sim;TIN.NA.0042;-
TSUB.0197;Biologia Aplicada a Alimentos(30H);Médio;30;40;2;Sim;TSUB.NA.0019;Curso 10045
FIC.0458;Biologia Aplicada aos Alimentos;Fundamental;9;12;1;Sim;-;-
FIC.0879;Biologia Aplicada aos Alimentos;Fundamental;15;20;1;Sim;-;-
LIC.0305;Biologia Aquática e Pesqueira;Graduação;30;40;2;Sim;LIC.106.0035;Curso 106
LIC.0261;Biologia Celular;Graduação;60;80;4;Sim;LIC.106.0001;Curso 106
LIC.0307;Biologia da Conservação;Graduação;60;80;4;Sim;LIC.106.0037;Curso 07106
LIC.0971;Biologia da Conservação;Graduação;30;40;2;Sim;-;-
TSUB.0288;Biologia das Abelhas(30H);Médio;30;40;2;Sim;TSUB.035.0004;Curso 09035
TIN.0692;Biologia das Abelhas(30H);Médio;30;40;2;Sim;TIN.109.0004;-
FIC.0063;Biologia e Ecologia Pesqueira;Fundamental;25;25;1;Sim;-;-
EJA.0037;Biologia I;Médio;60;80;4;Sim;TEJA.NE.0015;-
TIN.0971;Biologia I;Médio;120;160;4;Sim;-;-
TIN.1093;Biologia I;Médio;90;120;3;Sim;TIN.118;Curso 308X
TIN.0998;Biologia I(120H);Médio;90;120;3;Sim;DATIIZN.012.1;-
EJA.0332;Biologia I(30H);Médio;30;40;2;Sim;EJA.EB007;-
EJA.0295;Biologia I(45H);Médio;45;60;3;Sim;TEJA.026;-
EJA.0276;Biologia I(60H);Médio;45;60;3;Sim;DATIIZN.104;-
TIN.0150;Biologia I(90H);Médio;90;120;3;Sim;TIN.NE.0032;-
TIN.1034;Biologia I(90H);Médio;90;120;3;Sim;FOR.M026;-
EJA.0038;Biologia II;Médio;60;80;4;Sim;TEJA.NE.0016;-
TIN.0958;Biologia II;Médio;90;120;3;Sim;-;-
TIN.1105;Biologia II;Médio;60;80;2;Sim;TIN 334;Curso 308X
TIN.0166;Biologia II(120H);Médio;120;160;4;Sim;TIN.NE.0033;-
EJA.0342;Biologia II(30H);Médio;30;40;2;Sim;EJA.EB017;-
EJA.0303;Biologia II(45H);Médio;45;60;3;Sim;TEJA.025;-
EJA.0281;Biologia II(60H);Médio;45;60;3;Sim;DATIIZN.109;-
TIN.1046;Biologia II(60H);Médio;60;80;2;Sim;FOR.M027;-
TIN.1009;Biologia II(80H);Médio;60;80;2;Sim;DATIIZN.024.1;-
TIN.1117;Biologia III;Médio;60;80;2;Sim;TIN.143;Curso 308X
TIN.1057;Biologia III(60H);Médio;60;80;2;Sim;FOR.M028;-
EJA.0351;Biologia III(60H);Médio;60;80;4;Sim;EJA.EB023;-
TIN.1020;Biologia III(80H);Médio;60;80;2;Sim;DATIIZN.035.1;-
TIN.0007;Biologia II (NE);Médio;120;160;4;Sim;-;-
TIN.0006;Biologia I (NE);Médio;90;120;3;Sim;-;-
EJA.0360;Biologia IV(30H);Médio;30;40;2;Sim;EJA.EB032;-
LIC.1053;Biologia para o Ensino de Ciências;Graduação;30;40;2;Sim;-;-
EJA.0164;Biologia pesqueira;Médio;30;40;2;Sim;TEJA.418.0003;Curso 420
TSUB.0619;Biologia pesqueira(30H);Médio;30;40;2;Sim;TSUB.425.0002;Curso 425
TIN.0563;Biologia Pesqueira(30H);Médio;30;40;2;Sim;TIN.703.0003;-
EJA.0368;Biologia V(30H);Médio;30;40;2;Sim;EJA.EB041;-
EJA.0001;Bioma Caatinga e Tecnologias Adaptadas ao Semiárido;Médio;30;40;2;Sim;TEJA.305.0001;Curso 305
TIN.0462;Bioma Caatinga e Tecnologias Adaptadas ao Semiárido(30H);Médio;30;40;2;Sim;TIN.306.0002;-
TEC.0331;Biomas e Ecologia da Caatinga(45H);Graduação;45;60;3;Sim;TEC.805.0002;Curso 05805
LIC.0277;Bioquímica;Graduação;60;80;4;Sim;LIC.106.0008;Curso 106
LIC.0513;Bioquímica;Graduação;45;60;3;Sim;LIC.413.0012;Curso 413
TEC.1003;Bioquímica;Graduação;90;120;6;Sim;-;-
LIC.1052;Bioquímica;Graduação;30;40;2;Sim;-;-
TEC.1072;Bioquímica;Graduação;30;40;2;Sim;-;.
TEC.1183;Bioquímica;Graduação;30;40;2;Sim;-;ProcQui
TEC.0329;Bioquímica(60H);Graduação;60;80;4;Sim;TEC.NCT.UB.0069;-
TIN.1106;Bioquímica dos Alimentos;Médio;60;80;2;Sim;TIN.277;Curso 308X
TEC.0395;Bioquímica dos Alimentos(60H);Graduação;60;80;4;Sim;TEC.048.0031;Curso 03048
TSUB.0073;Bioquímica e microbiologia dos biocombustíveis(75H);Médio;75;100;5;Sim;TSUB.422.0010;Curso 08422
TIN.0238;Bioquímica e Microbiologia dos Biocombustíveis(90H);Médio;90;120;6;Sim;TIN.427.0011;-
FIC.0309;Biosegurança;Fundamental;6;8;0;Sim;-;-
FIC.0919;Biosseguridade na Produção Avícola;Fundamental;9;12;0;Sim;-;Curso Avicultor
TSUB.0204;Biotecnologia Aplicada aos alimentos(30H);Médio;30;40;2;Sim;TSUB.307.0006;Curso 10045
TIN.0424;Biotecnologia Aplicada aos Alimentos(30H);Médio;30;40;2;Sim;TIN.116.0009;-
TEC.0401;Biotecnologia de Alimentos(60H);Graduação;60;80;4;Sim;TEC.048.0011;Curso 03048
FIC.0202;Boas Maneiras e Imagem Pessoal;Fundamental;20;20;1;Sim;-;-
FIC.0788;Boas Maneiras e Imagem Pessoal;Fundamental;20;27;1;Sim;-;-
FIC.0798;Boas Maneiras e Imagem Pessoal;Fundamental;20;20;1;Sim;-;-
FIC.0113;Boas Práticas;Fundamental;20;20;1;Sim;-;-
FIC.0583;Boas Práticas;Fundamental;25;25;1;Sim;-;-
FIC.0557;Boas Práticas de Fabricação no Processamento Mel;Fundamental;10;10;1;Sim;-;-
FIC.0864;Boas práticas de manipulação de alimentos;Fundamental;18;24;2;Sim;-;-
FIC.0950;Boas Práticas de Manipulação no Serviço de Alimentação;Fundamental;20;27;1;Sim;-;-
TSUB.0675;Bombas e compressores(30H);Médio;30;40;2;Sim;TSUB.025.0011;Curso 025
TEC.0332;Botânica da Caatinga(60H);Graduação;60;80;4;Sim;TEC.805.0003;Curso 05805
LIC.0266;Botânica Geral;Graduação;60;80;4;Sim;LIC.106.0003;Curso 106
FIC.0426;Bovinocultura;Fundamental;15;20;1;Sim;-;-
EJA.0213;Bovinocultura;Médio;75;100;5;Sim;TEJA.420.0006;Curso 420
TSUB.0050;Bovinocultura(45H);Médio;45;60;3;Sim;TSUB.79.0015;Curso 08079
TIN.0130;Bovinocultura(45H);Médio;45;60;3;Sim;TIN.026.0015;-
TSUB.0115;Bovinocultura(75H);Médio;75;100;5;Sim;TSUB.421.0012;Curso 08421
TIN.0223;Bovinocultura(75H);Médio;75;100;5;Sim;TIN.426.0016;-
TEC.1081;Bovinocultura de Base Ecológica;Graduação;60;80;4;Sim;-;-
TEC.0341;Bovinocultura e Ovinocaprinocultura de Base Ecológica(60H);Graduação;60;80;4;Sim;TEC.805.0013;Curso 05805
FIC.0197;Cabeamento estruturado e Redes de Acesso;Fundamental;20;20;1;Sim;-;-
FIC.1023;Cabeamento estruturado e Redes de Acesso;Fundamental;30;40;2;Sim;-;-
TEC.0276;Cabeamento Estruturado e Redes de Acesso(60H);Graduação;60;80;4;Sim;INF.S077;405x
TSUB.0380;Cabeamento Estruturado e Redes de Acesso(60H);Médio;60;80;4;Sim;TSUB.403.0007;Curso 403
TEC.0152;Cabeamento Estruturado (NCT);Graduação;60;80;4;Sim;TEC.405.0006;-
TSUB.0386;CAD(30H);Médio;30;40;2;Sim;TSUB.403.0006;Curso 403
EJA.0377;CAD(60H);Médio;60;80;4;Sim;EJA.EP013;-
TEC.1063;CAD Aplicado à Moda;Graduação;60;80;4;Sim;-;-
ENG.0149;Cadeia de Suprimentos;Graduação;30;40;2;Sim;-;-
TEC.1053;Cadeia Produtiva do Turismo;Graduação;60;80;4;Sim;-;-
LIC.0151;Cálculo de Funções de Uma Variável;Graduação;60;80;4;Sim;LIC.601.0002;Curso 601
LIC.0153;Cálculo de Funções de Várias Variáveis;Graduação;60;80;4;Sim;LIC.601.0003;Curso 601
TEC.0485;Cálculo de múltiplas variáveis(60H);Graduação;60;80;4;Sim;TEC.NCT.UB.0032;Curso 06804
LIC.1123;Cálculo de Uma Variável A;Graduação;60;80;4;Sim;-;-
LIC.1124;Cálculo de Uma Variável B;Graduação;60;80;4;Sim;-;-
LIC.0900;Cálculo de Uma Varivável A;Graduação;60;80;4;Sim;-;-
LIC.0901;Cálculo de Uma Varivável B;Graduação;60;80;4;Sim;-;-
LIC.0424;Cálculo Diferencial e Integral;Graduação;60;80;4;Sim;LIC.NEp.0018;-
LIC.0722;Cálculo Diferencial e Integral;Graduação;90;120;6;Sim;CRA.018;.
TEC.0259;Cálculo Diferencial e Integral(60H);Graduação;60;80;4;Sim;FOR.S022;405x
TEC.0246;Cálculo Diferencial e Integral I;Graduação;45;60;3;Sim;FOR.S008;Curso 404X
LIC.0100;Cálculo Diferencial e Integral I;Graduação;90;120;6;Sim;LIC.430.0018;Curso 01430
LIC.0493;Cálculo Diferencial e Integral I;Graduação;60;80;4;Sim;LIC.413.0015;Curso 413
LIC.0581;Cálculo Diferencial e Integral I;Graduação;90;120;6;Sim;SUP.109;Curso 01430x
LIC.0799;Cálculo Diferencial e Integral I;Graduação;60;80;4;Sim;DIA/CN.014;-
LIC.0104;Cálculo Diferencial e Integral II;Graduação;75;100;5;Sim;LIC.430.0004;Curso 01430
LIC.0496;Cálculo Diferencial e Integral II;Graduação;60;80;4;Sim;LIC.413.0016;Curso 413
LIC.0585;Cálculo Diferencial e Integral II;Graduação;75;100;5;Sim;SUP.127;Curso 01430x
LIC.0803;Cálculo Diferencial e Integral II;Graduação;60;80;4;Sim;DIA/CN.016;-
LIC.0137;Cálculo Diferencial e Integral III;Graduação;60;80;4;Sim;LIC.430.0021;Curso 01430
TEC.0071;Cálculo Diferencial e Integral (NFD);Graduação;60;80;4;Sim;TEC.NCT.UB.0004;Curso 404
